;rxcui;drug_name;clean_name;rxcui_x;variable;rxcui_y;name;atc
8701;203354.0;EVOREL CONTI patches;Evorel Conti Patches;203354.0;IN;7052.0;morphine;['N02AA01']
8708;884709.0;VAGIFEM vaginal tablets 25micrograms [tabs + applicator];Vagifem Vaginal Tablets 25Micrograms Tabs + Applicator;884709.0;IN;4083.0;estradiol;['G03CA03']
8726;315369.0;AMOXYCILLIN CAPS 250MG;Amoxycillin Caps 250Mg;315369.0;IN;723.0;amoxicillin;['J01CA04']
8739;220372.0;ESTRADERM TTS 25 patch;Estraderm Tts 25 Patch;220372.0;IN;9601.0;scopolamine;['A04AD01', 'N05CM05', 'S01FA02']
8747;1297960.0;EPADERM ointment 500g;Epaderm Ointment 500G;1297960.0;IN;6135.0;ketoconazole;['D01AC08', 'G01AF11', 'H02CA03', 'J02AB02']
8748;402096.0;CIALIS film coated tablets 10mg;Cialis Film Coated Tablets 10Mg;402096.0;IN;358263.0;tadalafil;['G04BE08']
8756;995019.0;Nitrolingual spray 400mcg/dose;Nitrolingual Spray 400Mcg Dose;995019.0;IN;4917.0;nitroglycerin;['C01DA02', 'C05AE01']
8767;105071.0;Nicorette Gum 4 mg;Nicorette Gum 4 Mg;105071.0;IN;7407.0;nicotine;['N07BA01']
8771;1653196.0;HUMAN ACTRAPID PENFILLS;Human Actrapid Penfills;1653196.0;IN;51428.0;insulin aspart, human;['A10AB05', 'A10AD05']
8776;801663.0;BECLOMETH DIPROP AQ NSL SPY 50MCG(200 D);Beclometh Diprop Aq Nsl Spy 50Mcg 200 D;801663.0;IN;2418.0;cholecalciferol;['A11CC05']
8779;253182.0;SYRINGE INSULIN DISPOSABLE;Syringe Insulin Disposable;253182.0;IN;253182.0;insulin, regular, human;['A10AB01', 'A10AC01', 'A10AD01', 'A10AE01', 'A10AF01']
8783;238270.0;Profasi injection 10000 iu/ampoule;Profasi Injection 10000 Iu Ampoule;238270.0;IN;5464.0;hyaluronidase;['B06AA03']
8785;861448.0;CLOBET BUT OINT 0.05%;Clobet But Oint 0.05%;861448.0;IN;2590.0;clobetasol;['D07AD01']
8800;1797931.0;RHINOCORT AQUA NASAL SPRAY 100MCG/ACT;Rhinocort Aqua Nasal Spray 100Mcg Act;1797931.0;IN;19831.0;budesonide;['A07EA06', 'D07AC09', 'R01AD05', 'R03BA02']
8801;992530.0;LAMISIL 1% cream 15g;Lamisil 1% Cream 15G;992530.0;IN;37801.0;terbinafine;['D01AE15', 'D01BA02']
8805;59768.0;PREGADAY TAB;Pregaday Tab;59768.0;IN;59768.0;pegademase bovine;['L03AX04']
8810;205023.0;Build-up nutritious shake oral powder 38g sachets vanilla (Nestle Health Science);Build-Up Nutritious Shake Oral Powder 38G Sachets Vanilla Nestle Health Science;205023.0;IN;9525.0;salicylic acid;['D01AE12', 'S01BC08']
8816;1043249.0;SPASMONAL 60mg capsules;Spasmonal 60Mg Capsules;1043249.0;IN;37935.0;tetrahydrozoline;['R01AA06', 'R01AB03', 'S01GA02']
8820;1151.0;VITAMIN C TAB 2mg;Vitamin C Tab 2Mg;1151.0;IN;1151.0;ascorbic acid;['A11GA01', 'G01AD03', 'S01XA15']
8824;1653196.0;novo human actrapid penfil;Novo Human Actrapid Penfil;1653196.0;IN;51428.0;insulin aspart, human;['A10AB05', 'A10AD05']
8835;892798.0;ADCORTYL IN ORABASE ORAL PASTE 0.1%;Adcortyl In Orabase Oral Paste 0.1%;892798.0;IN;1399.0;benzocaine;['C05AD03', 'D04AB04', 'N01BA05', 'R02AD01']
8846;1855514.0;Ensure Plus milkshake style liquid orange (Abbott Laborat...;Ensure Plus Milkshake Style Liquid Orange Abbott Laborat...;1855514.0;IN;6373.0;levonorgestrel;['G03AC03', 'G03AD01']
8847;605971.0;FLEXEZE DOUBLE STRENGTH tabs;Flexeze Double Strength Tabs;605971.0;IN;1897.0;calcium carbonate;['A02AC01', 'A12AA04']
8850;639194.0;Co-proxamol Tablets 325mg;Co-Proxamol Tablets 325Mg;639194.0;IN;161.0;acetaminophen;['N02BE01']
8852;8410.0;Dansac Skin Lotion tissues 71000-0000 (Dansac Ltd);Dansac Skin Lotion Tissues 71000-0000 Dansac Ltd;8410.0;IN;8410.0;alteplase;['B01AD02', 'S01XA13']
8857;1248057.0;Canesten 10% vc Cream vaginal;Canesten 10% Vc Cream Vaginal;1248057.0;IN;8163.0;phenylephrine;['C01CA06', 'R01AA04', 'R01AB01', 'R01BA03', 'S01FB01', 'S01GA05']
8858;646333.0;Venosan 5000 class 1 (5001) (18-21mmHg) thigh length open...;Venosan 5000 Class 1 5001 18-21Mmhg Thigh Length Open...;646333.0;IN;1992.0;capsaicin;['M02AB01', 'N01BX04']
8867;151363.0;ANUSOL PLUS HC OINT;Anusol Plus Hc Oint;151363.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
8873;1992303.0;TIMOPTOL pres free eye drops 0.5%;Timoptol Pres Free Eye Drops 0.5%;1992303.0;IN;10600.0;timolol;['C07AA06', 'S01ED01']
8874;17767.0;AMLIDPINE;Amlidpine;17767.0;IN;17767.0;amlodipine;['C08CA01']
8882;631504.0;GlucoTip (Fine) typ A lancet-steril singl use 0.45mm/26gauge;Glucotip Fine Typ A Lancet-Steril Singl Use 0.45Mm 26Gauge;631504.0;IN;9863.0;sodium chloride;['A12CA01', 'B05CB01', 'B05XA03']
8885;333408.0;TRIMEPRAZINE 10mg tablets;Trimeprazine 10Mg Tablets;333408.0;IN;10825.0;trimeprazine;['R06AD01']
8886;226084.0;VENTOLIN Easi-Breathe Inhaler 100micrograms;Ventolin Easi-Breathe Inhaler 100Micrograms;226084.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
8894;151363.0;ANUSOL HC ointment;Anusol Hc Ointment;151363.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
8895;7980.0;H+ G;H+ G;7980.0;IN;7980.0;penicillin G;['J01CE01', 'S01AA14']
8900;197407.0;BETAMETH VAL CRM 0.1%;Betameth Val Crm 0.1%;197407.0;IN;1514.0;betamethasone;['A07EA04', 'C05AA05', 'D07AC01', 'D07XC01', 'H02AB01', 'R01AD06', 'R03BA04', 'S01BA06', 'S01CB04', 'S02BA07', 'S03BA03']
8904;197877.0;Softclix 0.4 mm ( 28 gauge ) lancets;Softclix 0.4 Mm 28 Gauge Lancets;197877.0;IN;6387.0;lidocaine;['C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01']
8910;202886.0;Depo-Provera 150mg/1ml suspension for injection vials (Pfize;Depo-Provera 150Mg 1Ml Suspension For Injection Vials Pfize;202886.0;IN;6691.0;medroxyprogesterone;['G03AC06', 'G03DA02', 'L02AB02']
8911;313138.0;Ring pessary 1.25cm thick, 59mm diameter, PVC;Ring Pessary 1.25Cm Thick 59Mm Diameter Pvc;313138.0;IN;10184.0;sulfanilamide;['D06BA05', 'J01EB06']
8917;827189.0;ZANTAC tabs 150 mg;Zantac Tabs 150 Mg;827189.0;IN;9143.0;ranitidine;['A02BA02']
8918;284831.0;BECLOMETH DIPROP AERO INH 250MCG COMPLET;Beclometh Diprop Aero Inh 250Mcg Complet;284831.0;IN;1897.0;calcium carbonate;['A02AC01', 'A12AA04']
8926;891522.0;ZOTON CAPS 30MG;Zoton Caps 30Mg;891522.0;IN;10454.0;thiamine;['A11DA01']
8935;309112.0;CEPHALEXIN 250mg capsules;Cephalexin 250Mg Capsules;309112.0;IN;2231.0;cephalexin;['J01DB01']
8939;1797913.0;Prevalin Allergy nasal spray (Omega Pharma Ltd);Prevalin Allergy Nasal Spray Omega Pharma Ltd;1797913.0;IN;10759.0;triamcinolone;['A01AC01', 'C05AA12', 'D07AB09', 'D07XB02', 'H02AB08', 'R01AD11', 'R03BA06', 'S01BA05']
8946;202844.0;PONSTAN FORTE;Ponstan Forte;202844.0;IN;8638.0;prednisolone;['A01AC04', 'A07EA01', 'C05AA04', 'D07AA03', 'D07XA02', 'H02AB06', 'R01AD02', 'S01BA04', 'S01CB02', 'S02BA03', 'S03BA02']
8949;1370760.0;LOCOID CRM 0.1%;Locoid Crm 0.1%;1370760.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
8949;1370760.0;LOCOID CRM 0.1%;Locoid Crm 0.1%;1370760.0;PIN;103468.0;hydrocortisone butyrate;['D07AB02']
8951;217717.0;CENTRUM ADVANCE tabs;Centrum Advance Tabs;217717.0;IN;6468.0;loperamide;['A07DA03']
8957;220330.0;SOFRADEX eye drp;Sofradex Eye Drp;220330.0;IN;10627.0;tobramycin;['J01GB01', 'S01AA12']
8960;206978.0;NIZORAL-2% 30g cream;Nizoral-2% 30G Cream;206978.0;IN;6135.0;ketoconazole;['D01AC08', 'G01AF11', 'H02CA03', 'J02AB02']
8961;891522.0;EPANUTIN caps 25 mg;Epanutin Caps 25 Mg;891522.0;IN;10454.0;thiamine;['A11DA01']
8963;904419.0;alendronate sodium tablets 10mg;Alendronate Sodium Tablets 10Mg;904419.0;PIN;236083.0;alendronic acid;['M05BA04']
8967;313138.0;PVC Ring 1.25cm thick pessary 71mm;Pvc Ring 1.25Cm Thick Pessary 71Mm;313138.0;IN;10184.0;sulfanilamide;['D06BA05', 'J01EB06']
8972;25655.0;GAVISCON tabs 500mg;Gaviscon Tabs 500Mg;25655.0;IN;29155.0;magnesium carbonate;['A02AA01', 'A06AD01']
8972;25655.0;GAVISCON tabs 500mg;Gaviscon Tabs 500Mg;25655.0;MIN;1029441.0;aluminum hydroxide / magnesium carbonate;['A02AD03']
8973;966522.0;BUDESONID + EFORMOTERO breat actuate dry pwd inh 100mcg+6mcg;Budesonid + Eformotero Breat Actuate Dry Pwd Inh 100Mcg+6Mcg;966522.0;IN;19831.0;budesonide;['A07EA06', 'D07AC09', 'R01AD05', 'R03BA02']
8975;151889.0;IMODIUM CAPSULES;Imodium Capsules;151889.0;IN;6468.0;loperamide;['A07DA03']
8977;1653202.0;HUMAN INSULATARD-100U/ML;Human Insulatard-100U Ml;1653202.0;IN;51428.0;insulin aspart, human;['A10AB05', 'A10AD05']
8978;1737568.0;LIGNOCAINE 1%-2ml inj.;Lignocaine 1%-2Ml Inj.;1737568.0;IN;6387.0;lidocaine;['C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01']
8989;42940.0;TRYPTIZOL tablets 25mg;Tryptizol Tablets 25Mg;42940.0;IN;704.0;amitriptyline;['N06AA09']
8991;1299655.0;Sigvaris 500 class 2 (23-32mmHg) thigh length open toe ly...;Sigvaris 500 Class 2 23-32Mmhg Thigh Length Open Toe Ly...;1299655.0;PIN;10989.0;undecylenic acid;['D01AE04']
8997;1368022.0;ConvaTec Silesse Sting Free skin barrier spray TR104 (Cha...;Convatec Silesse Sting Free Skin Barrier Spray Tr104 Cha...;1368022.0;IN;612.0;aluminum hydroxide;['A02AB01']
9007;252062.0;Rite-Diet GF white bread [400gm pack(s)];Rite-Diet Gf White Bread 400Gm Pack S;252062.0;IN;4910.0;glycerin;['A06AG04', 'A06AX01']
9013;199834.0;Betnovate -c cream -;Betnovate -C Cream -;199834.0;IN;1151.0;ascorbic acid;['A11GA01', 'G01AD03', 'S01XA15']
9015;581549.0;Oestrogel Gel 0.06 %;Oestrogel Gel 0.06 %;581549.0;IN;4083.0;estradiol;['G03CA03']
9016;1743781.0;PRIMOTESTON DEPOT INJ 0.8ML/1ML AMP;Primoteston Depot Inj 0.8Ml 1Ml Amp;1743781.0;IN;6902.0;methylprednisolone;['D07AA01', 'D10AA02', 'H02AB04']
9020;251454.0;Paracet+metoclop 500/5mg/sach;Paracet+Metoclop 500 5Mg Sach;251454.0;IN;161.0;acetaminophen;['N02BE01']
9023;1483141.0;Tubifast 2-way stretch stockinette socks (one size) (Moln...;Tubifast 2-Way Stretch Stockinette Socks One Size Moln...;1483141.0;IN;324072.0;dimethicone;['P03AX05']
9025;2037.0;Co-Dydramol;Co-Dydramol;2037.0;IN;2037.0;carbon monoxide;['V04CX08']
9029;799040.0;LOCABIOTAL 500micrograms CFC-free nasal spray;Locabiotal 500Micrograms Cfc-Free Nasal Spray;799040.0;IN;274964.0;ciclesonide;['R01AD13', 'R03BA08']
9036;1307051.0;Activa circular knit closed toe soc ext [ACTIVA] Class 2;Activa Circular Knit Closed Toe Soc Ext Activa Class 2;1307051.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
9041;475342.0;BM TEST-1-44 strip x50;Bm Test-1-44 Strip X50;475342.0;IN;475342.0;dasatinib;['L01EA02']
9057;372595.0;LEVOTHYROXINE tablets 50micrograms;Levothyroxine Tablets 50Micrograms;372595.0;PIN;40144.0;levothyroxine sodium;['H03AA01']
9058;151363.0;ANUSOL-HC suppositories;Anusol-Hc Suppositories;151363.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
9062;1180757.0;SEREVENT aerosol inhaler 25micrograms/actuation;Serevent Aerosol Inhaler 25Micrograms Actuation;1180757.0;IN;36117.0;salmeterol;['R03AC12']
9071;215502.0;ANKLET STANDARD ELASTIC YARN;Anklet Standard Elastic Yarn;215502.0;IN;8120.0;phenazopyridine;['G04BX06']
9075;198245.0;Polythene ring pessary 71mm Pessary (Smiths Medical Ltd);Polythene Ring Pessary 71Mm Pessary Smiths Medical Ltd;198245.0;IN;37806.0;terconazole;['G01AG02']
9080;1422922.0;Lid-care eyelid solution (Novartis Ophthalmics);Lid-Care Eyelid Solution Novartis Ophthalmics;1422922.0;IN;5933.0;iodine;['D08AG03']
9083;1090846.0;Mediv 95 Cla 1 armsleeve+sil top stnd/size 3 [MEDI] 746/iii;Mediv 95 Cla 1 Armsleeve+Sil Top Stnd Size 3 Medi 746 Iii;1090846.0;IN;1919.0;calcium phosphate;['A12AA01']
9093;861510.0;Diprosalic Scalp Application 0.05 % + 2 %;Diprosalic Scalp Application 0.05 % + 2 %;861510.0;IN;2590.0;clobetasol;['D07AD01']
9094;202844.0;TRISEQUENS forte tablets;Trisequens Forte Tablets;202844.0;IN;8638.0;prednisolone;['A01AC04', 'A07EA01', 'C05AA04', 'D07AA03', 'D07XA02', 'H02AB06', 'R01AD02', 'S01BA04', 'S01CB02', 'S02BA03', 'S03BA02']
9101;1010769.0;Medive 95 Clas 2 combine arm slee long/size 4 [MEDI] 737/iv;Medive 95 Clas 2 Combine Arm Slee Long Size 4 Medi 737 Iv;1010769.0;IN;6387.0;lidocaine;['C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01']
9103;404640.0;Trisequens Forte calendar pack N/A;Trisequens Forte Calendar Pack N A;404640.0;IN;89785.0;methscopolamine;['A03BB03', 'S01FA03']
9104;372595.0;LEVOTHYROXINE tabs 50micrograms [TEVA];Levothyroxine Tabs 50Micrograms Teva;372595.0;PIN;40144.0;levothyroxine sodium;['H03AA01']
9105;1295932.0;WITCH DOCTOR gel;Witch Doctor Gel;1295932.0;IN;10030.0;stannous fluoride;['A01AA04']
9110;201882.0;MACRODANTIN capsules 50mg;Macrodantin Capsules 50Mg;201882.0;IN;7454.0;nitrofurantoin;['J01XE01']
9111;118886.0;Regal filmated swab 8ply 10cm x 10cm (Systagenix Wound Ma...;Regal Filmated Swab 8Ply 10Cm X 10Cm Systagenix Wound Ma...;118886.0;IN;118886.0;verteporfin;['S01LA01']
9112;206805.0;CLARITYN 10mg tablets;Clarityn 10Mg Tablets;206805.0;IN;28889.0;loratadine;['R06AX13']
9113;544854.0;HEMOCANE crm;Hemocane Crm;544854.0;IN;46241.0;aluminum chloride;['D10AX01']
9117;216161.0;GYNO-DAKTARIN COMBIPACK  pess+cream;Gyno-Daktarin Combipack Pess+Cream;216161.0;IN;4083.0;estradiol;['G03CA03']
9129;211108.0;BETADINE V.C. KIT 10%  soln.;Betadine V.C. Kit 10% Soln.;211108.0;IN;8611.0;povidone-iodine;['D08AG02', 'D09AA09', 'D11AC06', 'G01AX11', 'R02AA15', 'S01AX18']
9130;1305205.0;GAMMABULIN INJ I/M 2ML VL;Gammabulin Inj I M 2Ml Vl;1305205.0;IN;10454.0;thiamine;['A11DA01']
9132;205495.0;MICANOL cream 3%;Micanol Cream 3%;205495.0;IN;873.0;anthralin;['D05AC01']
9134;432572.0;NORGESTREL & CONJUGATED OESTROGENS (EQUINE tab 150mcg+625mcg;Norgestrel & Conjugated Oestrogens Equine Tab 150Mcg+625Mcg;432572.0;IN;4099.0;estrogens, conjugated (USP);['G03CA57']
9139;108758.0;BACTROBAN NASAL OINTMENT 2 %;Bactroban Nasal Ointment 2 %;108758.0;IN;42372.0;mupirocin;['D06AX09', 'R01AX06']
9141;1801243.0;BECONASE AQUEOUS NASAL SPRAY;Beconase Aqueous Nasal Spray;1801243.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
9149;1300889.0;BETNOVATE RD 0.025% ointment 100g;Betnovate Rd 0.025% Ointment 100G;1300889.0;IN;1992.0;capsaicin;['M02AB01', 'N01BX04']
9154;1299655.0;Sch Soft circ kni ope toe thi stoc medium [SSL INT] Class 2;Sch Soft Circ Kni Ope Toe Thi Stoc Medium Ssl Int Class 2;1299655.0;PIN;10989.0;undecylenic acid;['D01AE04']
9159;754508.0;NELATON size.... catheter x1;Nelaton Size.... Catheter X1;754508.0;IN;358255.0;aprepitant;['A04AD12']
9160;1190919.0;MENGIVAC (A+C) vaccine in 0.5 ml syringe;Mengivac A+C Vaccine In 0.5 Ml Syringe;1190919.0;IN;798304.0;diphtheria toxoid vaccine, inactivated;['J07AF', 'J07AF01']
9161;1191319.0;SYNALAR 0.025% gel 30g;Synalar 0.025% Gel 30G;1191319.0;PIN;4461.0;fluocinolone acetonide;['C05AA10', 'D07AC04', 'S01BA15', 'S02BA08']
9162;151414.0;Propaderm;Propaderm;151414.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
9163;1999003.0;SOFTCLIX II;Softclix Ii;1999003.0;IN;1999003.0;angiotensin II;['C01CX09']
9165;2205454.0;INS HUM MIXT 30 PENFILL 100U/ML 1.5ML;Ins Hum Mixt 30 Penfill 100U Ml 1.5Ml;2205454.0;IN;51428.0;insulin aspart, human;['A10AB05', 'A10AD05']
9170;1087964.0;Regal Filmated Non-Woven Fabric Non-Sterile Swab Spec 29, 10;Regal Filmated Non-Woven Fabric Non-Sterile Swab Spec 29 10;1087964.0;IN;5542.0;17-alpha-hydroxyprogesterone;['G03DA03']
9171;6873.0;METHYLCELLULOSE 900mg/10ml mixt;Methylcellulose 900Mg 10Ml Mixt;6873.0;IN;6873.0;methylcellulose;['A06AC06']
9172;151414.0;BECODISKS;Becodisks;151414.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
9176;315369.0;AMOXYCILLIN caps 250 mg -;Amoxycillin Caps 250 Mg -;315369.0;IN;723.0;amoxicillin;['J01CA04']
9177;798306.0;Tetanus vaccine -;Tetanus Vaccine -;798306.0;IN;798306.0;tetanus toxoid vaccine, inactivated;['J07AM01']
9178;199461.0;DOTHIEPIN capsules 25mg -;Dothiepin Capsules 25Mg -;199461.0;IN;3634.0;dothiepin;['N06AA16']
9180;310429.0;FRUSEMIDE tabs 20 mg;Frusemide Tabs 20 Mg;310429.0;IN;4603.0;furosemide;['C03CA01']
9181;404044.0;CANESTEN-HC 30g cream;Canesten-Hc 30G Cream;404044.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
9186;1855514.0;Generic Fortisip Yogurt Style liquid;Generic Fortisip Yogurt Style Liquid;1855514.0;IN;6373.0;levonorgestrel;['G03AC03', 'G03AD01']
9194;1595307.0;Flexeze Double Strength  Tablets  820 mg + 200 mg;Flexeze Double Strength Tablets 820 Mg + 200 Mg;1595307.0;IN;1886.0;caffeine;['D11AX26', 'N06BC01']
9199;1801243.0;BECONASE 0.05mg/inh nasal;Beconase 0.05Mg Inh Nasal;1801243.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
9203;207791.0;Macrodantin Capsules 100m;Macrodantin Capsules 100M;207791.0;IN;7454.0;nitrofurantoin;['J01XE01']
9205;217815.0;FYBOGEL PLAIN 3.5g grans;Fybogel Plain 3.5G Grans;217815.0;IN;27334.0;hypromellose;['S01KA02']
9209;802663.0;FEMSEVEN 50micrograms patches;Femseven 50Micrograms Patches;802663.0;IN;11002.0;urea;['B05BC02', 'D02AE01']
9216;202844.0;PRED FORTE EYE DRP 1%;Pred Forte Eye Drp 1%;202844.0;IN;8638.0;prednisolone;['A01AC04', 'A07EA01', 'C05AA04', 'D07AA03', 'D07XA02', 'H02AB06', 'R01AD02', 'S01BA04', 'S01CB02', 'S02BA03', 'S03BA02']
9217;1999003.0;Compression hosiery class II anklet circular knit standar...;Compression Hosiery Class Ii Anklet Circular Knit Standar...;1999003.0;IN;1999003.0;angiotensin II;['C01CX09']
9219;749787.0;Ovran Tablets;Ovran Tablets;749787.0;IN;4124.0;ethinyl estradiol;['G03CA01', 'L02AA03']
9220;1101849.0;CHLORASEPTIC SPRAY SOL 1.4;Chloraseptic Spray Sol 1.4;1101849.0;IN;33290.0;phenol;['C05BB05', 'D08AE03', 'N01BX03', 'R02AA19']
9225;2205454.0;Human Mixtard 50 Penfill Cartridges (1.5 Ml);Human Mixtard 50 Penfill Cartridges 1.5 Ml;2205454.0;IN;51428.0;insulin aspart, human;['A10AB05', 'A10AD05']
9226;1307051.0;Ensure TwoCal liquid;Ensure Twocal Liquid;1307051.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
9227;27334.0;HYPROMELLOSE;Hypromellose;27334.0;IN;27334.0;hypromellose;['S01KA02']
9228;1651313.0;Human Mixtard 30 Preloaded Pen;Human Mixtard 30 Preloaded Pen;1651313.0;IN;400008.0;insulin glulisine, human;['A10AB06']
9230;2168083.0;Kenalog im injection 80mg/2ml;Kenalog Im Injection 80Mg 2Ml;2168083.0;IN;10759.0;triamcinolone;['A01AC01', 'C05AA12', 'D07AB09', 'D07XB02', 'H02AB08', 'R01AD11', 'R03BA06', 'S01BA05']
9239;235600.0;DIPHTHERIA FOR ADULTS ADSORBED VACCINE;Diphtheria For Adults Adsorbed Vaccine;235600.0;IN;798304.0;diphtheria toxoid vaccine, inactivated;['J07AF', 'J07AF01']
9240;865098.0;Humalog Mix25 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd);Humalog Mix25 100Units Ml Suspension For Injection 10Ml Vials Eli Lilly And Company Ltd;865098.0;IN;86009.0;insulin lispro;['A10AB04', 'A10AC04', 'A10AD04']
9243;9863.0;*Natrum Muriaticum Tablets;Natrum Muriaticum Tablets;9863.0;IN;9863.0;sodium chloride;['A12CA01', 'B05CB01', 'B05XA03']
9246;309112.0;CEPHALEXIN CAP 250MG;Cephalexin Cap 250Mg;309112.0;IN;2231.0;cephalexin;['J01DB01']
9249;799040.0;SALAMOL cfc free inhaler 100micrograms/inhalation [200 dose;Salamol Cfc Free Inhaler 100Micrograms Inhalation 200 Dose;799040.0;IN;274964.0;ciclesonide;['R01AD13', 'R03BA08']
9250;210756.0;Acidophilus 500mg capsules (G & G Food Supplies Ltd);Acidophilus 500Mg Capsules G & G Food Supplies Ltd;210756.0;IN;52358.0;magnesium gluconate;['A12CC03']
9258;1291103.0;ANUSOL HC SUPPOSITORY;Anusol Hc Suppository;1291103.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
9275;581662.0;Centrum Advance 50+ tablets (Pfizer Consumer Healthcare Ltd);Centrum Advance 50+ Tablets Pfizer Consumer Healthcare Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
9280;656809.0;FLUORIGARD FLUORIDE alc. free oral rinse 0.05%;Fluorigard Fluoride Alc. Free Oral Rinse 0.05%;656809.0;IN;9873.0;sodium fluoride;['A01AA01', 'A12CD01']
9285;884528.0;FEFOL spansule;Fefol Spansule;884528.0;IN;3288.0;dextroamphetamine;['N06BA02']
9287;807273.0;DIPHTHERIA ADSORBED adult vaccine [0.5ml amp(s)];Diphtheria Adsorbed Adult Vaccine 0.5Ml Amp S;807273.0;IN;798304.0;diphtheria toxoid vaccine, inactivated;['J07AF', 'J07AF01']
9299;1094908.0;FLIXONASE aqueous nasal spray;Flixonase Aqueous Nasal Spray;1094908.0;IN;7980.0;penicillin G;['J01CE01', 'S01AA14']
9299;1094908.0;FLIXONASE aqueous nasal spray;Flixonase Aqueous Nasal Spray;1094908.0;PIN;7983.0;penicillin G procaine;['J01CE09']
9300;220372.0;DAKTARIN crm 2% w/v;Daktarin Crm 2% W V;220372.0;IN;9601.0;scopolamine;['A04AD01', 'N05CM05', 'S01FA02']
9307;1190911.0;MENGIVAC A+C;Mengivac A+C;1190911.0;IN;798304.0;diphtheria toxoid vaccine, inactivated;['J07AF', 'J07AF01']
9324;198232.0;SULPHASALAZINE TABS 500MG;Sulphasalazine Tabs 500Mg;198232.0;IN;9524.0;sulfasalazine;['A07EC01']
9329;891522.0;MULTIVITAMINS caps;Multivitamins Caps;891522.0;IN;10454.0;thiamine;['A11DA01']
9331;7806.0;FLUVIRIN VAC O.5ML PF SYRG E5285AB1;Fluvirin Vac O.5Ml Pf Syrg E5285Ab1;7806.0;IN;7806.0;oxygen;['V03AN01']
9333;1177118.0;QVAR 50 inhaler;Qvar 50 Inhaler;1177118.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
9334;707251.0;Sylk Vaginal Moisturiser;Sylk Vaginal Moisturiser;707251.0;IN;9863.0;sodium chloride;['A12CA01', 'B05CB01', 'B05XA03']
9335;142440.0;LIGNOCAINE HYDROCHLORIDE GEL 2%;Lignocaine Hydrochloride Gel 2%;142440.0;IN;6387.0;lidocaine;['C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01']
9353;348689.0;PREGNAVITE FORTE F TABLETS;Pregnavite Forte F Tablets;348689.0;IN;11248.0;vitamin B12;['B03BA01']
9356;1233290.0;CANESTEN crm COMBI int+ext crm;Canesten Crm Combi Int+Ext Crm;1233290.0;IN;7980.0;penicillin G;['J01CE01', 'S01AA14']
9356;1233290.0;CANESTEN crm COMBI int+ext crm;Canesten Crm Combi Int+Ext Crm;1233290.0;PIN;7982.0;penicillin G benzathine;['J01CE08']
9361;151414.0;BECLOFORTE 250microgram inhaler;Becloforte 250Microgram Inhaler;151414.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
9364;830847.0;ADIZEM SR CAP 180MG;Adizem Sr Cap 180Mg;830847.0;IN;3443.0;diltiazem;['C05AE03', 'C08DB01']
9367;562655.0;BECLOMET DIPRO aque nasa spra 50mcg/actuation[2;Beclomet Dipro Aque Nasa Spra 50Mcg Actuation 2;562655.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
