original_rxcui,variable,rxcui,name
208116,IN,5487,hydrochlorothiazide
312028,IN,53750,nonoxynol-9
1545664,IN,1545653,empagliflozin
830839,IN,3443,diltiazem
4451,IN,4451,flucytosine
198741,IN,6582,magnesium oxide
563866,IN,2002,carbamazepine
904425,IN,46041,alendronate
751890,IN,4124,ethinyl estradiol
1656419,IN,1656419,spelt seed extract
968766,IN,8152,phentermine
10814,IN,10814,liothyronine
226922,IN,598,alprostadil
884077,IN,5492,hydrocortisone
6033,IN,6033,isoleucine
1049565,IN,7804,oxycodone
105392,IN,3264,dexamethasone
261336,IN,114477,levetiracetam
800412,IN,10524,threonine
151692,IN,39786,venlafaxine
1000124,IN,6691,medroxyprogesterone
1297771,IN,4850,glucose
1001437,IN,1886,caffeine
996921,IN,2626,clozapine
1743279,IN,283742,esomeprazole
2588240,IN,797752,hepatitis B surface antigen vaccine
316070,IN,5552,hydroxyurea
1044532,IN,1897,calcium carbonate
9230,IN,6915,metoclopramide
607026,IN,187832,pregabalin
1801260,IN,108118,mometasone
1043353,IN,1399,benzocaine
1010654,IN,6845,methocarbamol
4462,IN,4462,fluocinonide
616491,IN,35829,ranolazine
1484974,IN,1484974,meadow foxtail pollen extract
848943,IN,2447,cholestyramine resin
252296,IN,9525,salicylic acid
1368338,IN,1368338,Phoenix dactylifera seed extract
284420,IN,60223,adapalene
979094,IN,5521,hydroxychloroquine
385979,IN,28031,itraconazole
1180817,IN,8896,pseudoephedrine
2626,IN,2626,clozapine
1995988,IN,108118,mometasone
385610,IN,55175,propiverine
1150838,IN,1813,levobunolol
835911,IN,3008,cyclosporine
1300783,IN,845525,"Japanese encephalitis virus vaccine, inactivated"
309047,IN,2177,cefadroxil
151518,IN,8686,prilocaine
9913,IN,9913,sodium tetradecyl sulfate
1546871,IN,3350,clodronic acid
1311288,IN,1311288,Mephitis mephitis anal gland fluid preparation
1716027,IN,11246,vitamin A
1594651,IN,1819,buprenorphine
1790812,IN,68091,dolasetron
385476,IN,29426,mecysteine
153353,IN,135775,zolmitriptan
2375325,IN,322167,solifenacin
1293860,IN,114202,lactate
198030,IN,7407,nicotine
19729,IN,19729,idrocilamide
876229,IN,10323,talc
259196,IN,6972,mineral oil
1943794,IN,1943794,Enterococcus faecium
885208,IN,1424,benztropine
1049504,IN,7804,oxycodone
831303,IN,42612,cromolyn
539789,IN,35619,rifaximin
199835,IN,2635,coal tar
575178,IN,10438,theophylline
215984,IN,3446,succimer
202363,IN,596,alprazolam
836466,IN,10689,tramadol
284520,IN,42316,tacrolimus
853167,IN,6227,lanolin
202488,IN,5640,ibuprofen
401954,IN,35636,risperidone
125929,IN,125929,bilberry extract
212593,IN,11002,urea
359969,IN,8570,polyvinyl alcohol
226617,IN,5640,ibuprofen
1371994,IN,1371994,synthetic camphor
544401,IN,10759,triamcinolone
105740,IN,49334,durapatite
1090972,IN,10454,thiamine
848949,IN,2447,cholestyramine resin
1441549,IN,612,aluminum hydroxide
259258,IN,9504,S-adenosylmethionine
199443,IN,2017,carbenoxolone
220327,IN,1897,calcium carbonate
213169,IN,32968,clopidogrel
128790,IN,10829,trimethoprim
404636,IN,306674,vardenafil
7004,IN,7004,mitotane
404863,IN,1223,atropine
1363610,IN,1363610,melon extract
358262,IN,358262,fosamprenavir
153183,IN,60223,adapalene
866429,IN,6918,metoprolol
351761,IN,69749,valsartan
202859,IN,2623,clotrimazole
800499,IN,72302,ropinirole
224918,IN,8761,propantheline
237739,IN,11256,vitamin E
1039057,IN,10046,starch
311382,IN,52177,loteprednol etabonate
104745,IN,8766,periciazine
1242968,IN,60548,exenatide
687048,IN,41127,fluvastatin
1085636,IN,10759,triamcinolone
12062,IN,12062,alfacalcidol
1550963,IN,3498,diphenhydramine
105929,IN,8356,piroxicam
1597132,IN,10379,testosterone
203333,IN,42463,pravastatin
1315124,IN,1315124,white rice extract
32014,IN,56443,sodium acetate
729234,IN,61148,somatropin
1110712,IN,1399,benzocaine
798447,IN,798444,Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine
152953,IN,72302,ropinirole
864159,IN,10637,tolnaftate
309,IN,296,adenosine
385528,IN,11256,vitamin E
2178758,IN,161,acetaminophen
904620,IN,10169,sulfacetamide
1300786,IN,1300786,mirabegron
10553,IN,10553,thymol
2589014,IN,274783,insulin glargine
49670,IN,34347,pramoxine
744286,IN,61148,somatropin
183379,IN,183379,rivastigmine
859054,IN,746741,pramipexole
1654969,IN,10030,stannous fluoride
901557,IN,746741,pramipexole
1652640,IN,86009,insulin lispro
790284,IN,108118,mometasone
672917,IN,7417,nifedipine
402169,IN,135775,zolmitriptan
262090,IN,32624,oxcarbazepine
1489410,IN,6750,menthol
2166596,IN,2166596,European aspen pollen extract
1169,IN,1169,aspartic acid
4500,IN,4500,flurandrenolide
2102475,IN,2102475,channel catfish allergenic extract
603536,IN,283742,esomeprazole
1310571,IN,1310571,shea butter
1038968,IN,2635,coal tar
105398,IN,5492,hydrocortisone
1867723,IN,10814,liothyronine
217095,IN,24942,ferrous gluconate
411556,IN,236911,zinc citrate
219829,IN,9863,sodium chloride
991082,IN,3361,dicyclomine
1053155,IN,11423,zinc oxide
314809,IN,8928,psyllium
1549328,IN,36345,selenium sulfide
6406,IN,6406,lipase
904555,IN,904554,karaya gum allergenic extract
202398,IN,6387,lidocaine
866096,IN,1827,buspirone
1087438,IN,105669,polysaccharide iron complex
1181136,IN,8516,polyethylene glycols
152318,IN,35636,risperidone
42736,IN,42736,dexrazoxane
1604544,IN,274783,insulin glargine
2377231,IN,274783,insulin glargine
1359350,IN,1291,bacitracin
316751,IN,9524,sulfasalazine
905041,IN,73056,risedronate
216485,IN,34369,prednicarbate
315280,IN,281,acyclovir
335361,IN,8130,phenindione
978735,IN,67109,dalteparin
203016,IN,4316,felodipine
104376,IN,29046,lisinopril
153735,IN,57258,tizanidine
218245,IN,38454,trandolapril
892181,IN,892181,bluefish allergenic extract
580286,IN,52582,mesalamine
352453,IN,228790,dutasteride
2628927,IN,6026,isoflurane
1552004,IN,69120,tiotropium
2049631,IN,34316,potassium nitrate
1421453,IN,134615,brimonidine
1000113,IN,6691,medroxyprogesterone
809018,IN,5487,hydrochlorothiazide
616490,IN,35829,ranolazine
2219,IN,2219,cellulase
213263,IN,52177,loteprednol etabonate
1161462,IN,11248,vitamin B12
1190796,IN,1223,atropine
4127,IN,4127,ethionamide
1487376,IN,9525,salicylic acid
1489403,IN,1992,capsaicin
801093,IN,435,albuterol
1546434,IN,1311489,rubidium
218505,IN,33290,phenol
309370,IN,2623,clotrimazole
542857,IN,2353,clorazepate
220207,IN,161,acetaminophen
1012345,IN,5492,hydrocortisone
997422,IN,87636,fexofenadine
1429345,IN,2400,chlorpheniramine
2560235,IN,9525,salicylic acid
11295,IN,11295,water
476545,IN,4083,estradiol
248478,IN,4083,estradiol
202421,IN,11289,warfarin
360328,IN,4845,glucosamine
994837,IN,7715,orphenadrine
309263,IN,2418,cholecalciferol
2205095,IN,1303098,aclidinium
564633,IN,14845,apraclonidine
262071,IN,4337,fentanyl
1310754,IN,100278,Lacticaseibacillus rhamnosus
2619335,IN,1952,camphor
833244,IN,10759,triamcinolone
991085,IN,3361,dicyclomine
806392,IN,1901,calcium chloride
857303,IN,2597,clomipramine
810079,IN,797195,fesoterodine
215246,IN,114202,lactate
905032,IN,73056,risedronate
310625,IN,5032,guaifenesin
1044433,IN,6750,menthol
104491,IN,36567,simvastatin
1045003,IN,20877,chloroxylenol
1309680,IN,1309680,interleukin-12
539815,IN,322167,solifenacin
153971,IN,1223,atropine
495430,IN,276237,emtricitabine
197627,IN,49276,doxazosin
1425503,IN,1425503,coco glucoside
105930,IN,8356,piroxicam
2261391,IN,6373,levonorgestrel
1094065,IN,1094060,dodecylbenzenesulfonic acid
2286295,IN,448,ethanol
2386240,IN,62372,hyaluronate
213431,IN,73494,telmisartan
1667643,IN,1314612,altrenogest
1039560,IN,9525,salicylic acid
330877,IN,154,acenocoumarol
218986,IN,7804,oxycodone
261360,IN,32624,oxcarbazepine
104377,IN,29046,lisinopril
1536459,IN,161,acetaminophen
978686,IN,3389,diethylpropion
2590604,IN,2590604,Camelus bactrianus hair extract
727272,IN,11002,urea
648081,IN,283578,magnesium malate
847213,IN,314684,"insulin lispro protamine, human"
4919,IN,4919,glycine
1000154,IN,6691,medroxyprogesterone
1546198,IN,1546168,peginterferon beta-1a
1039690,IN,6750,menthol
1495153,IN,1495153,"fatty acids, omega-6"
1046631,IN,3289,dextromethorphan
1092591,IN,20877,chloroxylenol
2275721,IN,2275721,vanilla bean extract
1374744,IN,100278,Lacticaseibacillus rhamnosus
746811,IN,108118,mometasone
151227,IN,38404,topiramate
1311069,IN,1311069,pork brain preparation
2053927,IN,2047628,sodium zirconium cyclosilicate
616819,IN,19831,budesonide
866788,IN,8091,petrolatum
313421,IN,10637,tolnaftate
1185492,IN,19831,budesonide
1046986,IN,153970,hyoscyamine
239191,IN,723,amoxicillin
617339,IN,48203,clavulanate
753297,IN,6387,lidocaine
104095,IN,4278,famotidine
801398,IN,10337,taurine
1098142,IN,7393,niacin
859192,IN,9639,selegiline
199213,IN,9525,salicylic acid
859749,IN,301542,rosuvastatin
1311340,IN,1311340,Sus scrofa prostate preparation
800389,IN,8737,proline
253056,IN,6750,menthol
27866,IN,27866,isoaminile
60548,IN,60548,exenatide
1047362,IN,9525,salicylic acid
2269679,IN,9796,simethicone
151533,IN,2685,colestipol
801109,IN,56443,sodium acetate
151390,IN,7213,ipratropium
1049072,IN,8091,petrolatum
2632248,IN,253163,dicalcium phosphate
205669,IN,3264,dexamethasone
701201,IN,6750,menthol
2466730,IN,2466730,alloxan
238019,IN,4124,ethinyl estradiol
202783,IN,11246,vitamin A
151539,IN,435,albuterol
153592,IN,25789,glimepiride
105018,IN,28439,lamotrigine
105019,IN,28439,lamotrigine
261266,IN,33738,pioglitazone
152218,IN,8745,promethazine
201900,IN,4450,fluconazole
617320,IN,83367,atorvastatin
284756,IN,195088,lopinavir
1173573,IN,7213,ipratropium
616435,IN,68149,mycophenolate mofetil
1543735,IN,6373,levonorgestrel
847741,IN,195088,lopinavir
901038,IN,10169,sulfacetamide
203592,IN,5492,hydrocortisone
848200,IN,1514,betamethasone
1543729,IN,1310844,Bacillus coagulans
1593127,IN,1593128,meningococcal group B vaccine
1296535,IN,7407,nicotine
198683,IN,4850,glucose
860975,IN,6809,metformin
251260,IN,2635,coal tar
1869320,IN,62372,hyaluronate
202559,IN,1256,azathioprine
310325,IN,24947,ferrous sulfate
899521,IN,4917,nitroglycerin
1368161,IN,1368161,polyester-7
1314200,IN,1314200,polyester-10
1719608,IN,1543095,efmoroctocog alfa
1368876,IN,1368876,glaucine
486515,IN,9863,sodium chloride
308763,IN,19478,bismuth subsalicylate
1044193,IN,733,ampicillin
2584341,IN,6984,minoxidil
998526,IN,6932,miconazole
1545039,IN,1545039,Bos taurus colon preparation
203000,IN,6703,megestrol
1725038,IN,1952,camphor
1011809,IN,3992,epinephrine
307816,IN,70223,aldesleukin
217709,IN,8091,petrolatum
404285,IN,5492,hydrocortisone
901518,IN,901505,Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine
1242247,IN,32987,pectin
572514,IN,2231,cephalexin
2400231,IN,6711,melatonin
203658,IN,3251,desmopressin
405052,IN,4083,estradiol
219570,IN,35382,resorcinol
25696,IN,25696,genistein
331712,IN,21102,cilazapril
1117522,IN,2709,colistin
968851,IN,7407,nicotine
248506,IN,2418,cholecalciferol
331713,IN,21102,cilazapril
616763,IN,448,ethanol
852225,IN,852225,cheat grass pollen extract
809406,IN,262150,iron carbonyl
1731737,IN,1378,benzalkonium
2117659,IN,10753,tretinoin
405069,IN,110,oxyquinoline
378973,IN,732,amphotericin B
855296,IN,11289,warfarin
1437789,IN,6932,miconazole
1170788,IN,1992,capsaicin
259305,IN,4910,glycerin
213045,IN,4492,fluorouracil
241946,IN,4083,estradiol
351993,IN,386938,follitropin alfa
2108327,IN,42612,cromolyn
1090807,IN,8928,psyllium
1653204,IN,51428,"insulin aspart, human"
1490067,IN,72143,raloxifene
853260,IN,1952,camphor
603899,IN,10391,tetracaine
373157,IN,7715,orphenadrine
379009,IN,236646,"insulin, protamine zinc, human"
4890,IN,4890,glutathione
1087245,IN,105669,polysaccharide iron complex
2181415,IN,1952,camphor
1312279,IN,10172,sulfadimethoxine
105766,IN,74,4-aminobenzoic acid
637168,IN,11423,zinc oxide
1290918,IN,8928,psyllium
1184293,IN,8611,povidone-iodine
1999667,IN,1721603,tenofovir alafenamide
199549,IN,5781,indomethacin
22380,IN,22380,decanoic acid
905023,IN,73056,risedronate
1090913,IN,11256,vitamin E
854966,IN,854966,Streptococcus pneumoniae type 6B capsular polysaccharide antigen
242892,IN,4083,estradiol
992536,IN,37801,terbinafine
1797868,IN,108118,mometasone
343101,IN,1605101,insulin isophane
1293282,IN,324072,dimethicone
226426,IN,30125,modafinil
799832,IN,72302,ropinirole
218002,IN,10582,levothyroxine
446430,IN,29787,methyl salicylate
850425,IN,11423,zinc oxide
1597814,IN,53750,nonoxynol-9
898572,IN,35465,Rho(D) immune globulin
106431,IN,8604,potassium permanganate
2566314,IN,2566291,Streptococcus pneumoniae serotype 10A capsular antigen diphtheria CRM197 protein conjugate vaccine
798268,IN,798268,"L1 protein, human papillomavirus type 6 vaccine"
1147924,IN,3289,dextromethorphan
1171992,IN,327361,adalimumab
688892,IN,1897,calcium carbonate
1659443,IN,5492,hydrocortisone
729931,IN,39786,venlafaxine
199707,IN,21102,cilazapril
206048,IN,21249,clocortolone
647208,IN,25789,glimepiride
199624,IN,10825,trimeprazine
1371205,IN,93108,"lente insulin, pork"
746449,IN,7213,ipratropium
1235322,IN,236388,levomenthol
2601308,IN,2418,cholecalciferol
251020,IN,36387,"sennosides, USP"
1311067,IN,1311067,barium
221100,IN,8703,fenofibrate
1869377,IN,62372,hyaluronate
465118,IN,465118,Trichophyton antigen
18989,IN,70589,benzoate
1192509,IN,8091,petrolatum
362331,IN,569,eflornithine
617312,IN,83367,atorvastatin
220200,IN,8345,piperonyl butoxide
2619252,IN,2619252,"starch, tapioca"
800988,IN,56443,sodium acetate
1099930,IN,1992,capsaicin
1746905,IN,1746905,chicken breast preparation
240422,IN,9863,sodium chloride
1092416,IN,3498,diphenhydramine
1426269,IN,249,acriflavine
215770,IN,1191,aspirin
859128,IN,598,alprostadil
151495,IN,83008,bicalutamide
1486981,IN,1488564,dapagliflozin
349401,IN,321064,olmesartan
1601407,IN,1593128,meningococcal group B vaccine
1049545,IN,7804,oxycodone
285246,IN,285246,plantain preparation
724156,IN,616739,rotigotine
858589,IN,7396,nicardipine
1927957,IN,24941,ferrous fumarate
198504,IN,1588,biotin
1048447,IN,2685,colestipol
1095536,IN,8928,psyllium
3992,IN,3992,epinephrine
352629,IN,19831,budesonide
2109948,IN,62372,hyaluronate
2167740,IN,2400,chlorpheniramine
351762,IN,69749,valsartan
856658,IN,3105,dantrolene
809022,IN,5487,hydrochlorothiazide
890918,IN,4083,estradiol
1117398,IN,324072,dimethicone
56476,IN,56476,sodium gluconate
860109,IN,35827,ketorolac
219010,IN,1191,aspirin
859132,IN,598,alprostadil
607024,IN,187832,pregabalin
1299021,IN,5640,ibuprofen
215393,IN,27169,leflunomide
995738,IN,995738,black imported fire ant allergenic extract
102787,IN,6398,lincomycin
1540026,IN,6398,lincomycin
104895,IN,26225,ondansetron
1251290,IN,153970,hyoscyamine
834182,IN,7984,penicillin V
545290,IN,5880,interferon alfa-2b
860738,IN,35829,ranolazine
284391,IN,114477,levetiracetam
762660,IN,358263,tadalafil
2204566,IN,2204566,pLDLR-Neo
1737571,IN,6387,lidocaine
199163,IN,6711,melatonin
2588218,IN,797752,hepatitis B surface antigen vaccine
992494,IN,1418,benzoyl peroxide
42781,IN,42781,vitamin K2
2374358,IN,8611,povidone-iodine
211365,IN,2358,chlorhexidine
1371904,IN,1371904,Bos taurus vein preparation
285133,IN,4492,fluorouracil
1719701,IN,221147,polyethylene glycol 3350
284521,IN,42316,tacrolimus
865258,IN,20610,cetirizine
852341,IN,852339,aspen pollen extract
200809,IN,4603,furosemide
1738592,IN,5492,hydrocortisone
315749,IN,3008,cyclosporine
316282,IN,6873,methylcellulose
861818,IN,6809,metformin
1796511,IN,53750,nonoxynol-9
1363718,IN,1363718,bacitracin methylene disalicylate
261446,IN,519,allopurinol
49326,IN,9525,salicylic acid
810075,IN,797195,fesoterodine
1990855,IN,4249,factor IX
212446,IN,18631,azithromycin
477050,IN,477053,cinnamon bark
1170297,IN,3264,dexamethasone
1551456,IN,1551456,Lycopodium complanatum spore extract
1859381,IN,161,acetaminophen
10391,IN,10391,tetracaine
315185,IN,89903,potassium gluconate
2174801,IN,3498,diphenhydramine
830470,IN,830464,"rabies virus vaccine wistar strain PM-1503-3M (human), inactivated"
5531,IN,5531,hetastarch
312055,IN,7597,nystatin
2102062,IN,2102052,Trifolium pratense pollen extract
795143,IN,134404,urofollitropin
643070,IN,195085,efavirenz
855633,IN,3355,diclofenac
892628,IN,892628,pork allergenic extract
702050,IN,47686,carbamide peroxide
218348,IN,612,aluminum hydroxide
1039670,IN,5321,hexylresorcinol
2054268,IN,1918219,valbenazine
979482,IN,52175,losartan
687620,IN,637366,wheat dextrin
104490,IN,36567,simvastatin
979487,IN,52175,losartan
102166,IN,1546438,glycopyrronium
258478,IN,8263,phosphorus
798420,IN,797752,hepatitis B surface antigen vaccine
1235262,IN,6972,mineral oil
1299143,IN,22696,dexbrompheniramine
1314424,IN,1314424,fu ling
998493,IN,6932,miconazole
313407,IN,10600,timolol
1190225,IN,435,albuterol
89748,IN,314881,undecylenate
199362,IN,2418,cholecalciferol
152855,IN,38404,topiramate
1363568,IN,1363568,carbomer-974P
6728,IN,6728,vitamin K3
1183932,IN,4917,nitroglycerin
631803,IN,324072,dimethicone
2200072,IN,2200072,octyl caprate
575210,IN,7393,niacin
1010242,IN,1091,arginine
1719225,IN,4257,factor VIII
285279,IN,285279,honey preparation
23066,IN,23066,dihematoporphyrin ether
198501,IN,70589,benzoate
1373493,IN,1373478,dimethyl fumarate
1311176,IN,1311176,D&C red no. 30
380895,IN,4316,felodipine
1372247,IN,1372247,geranium extract
855184,IN,119565,tolterodine
1006196,IN,5499,hydrogen peroxide
402506,IN,2002,carbamazepine
10561,IN,10561,moxisylyte
856570,IN,8787,propranolol
1093175,IN,3008,cyclosporine
1797848,IN,18603,azelastine
207112,IN,4450,fluconazole
1999652,IN,3642,doxylamine
1370467,IN,1370467,fennel extract
10761,IN,10759,triamcinolone
1431682,IN,1378,benzalkonium
1544968,IN,6972,mineral oil
212645,IN,114202,lactate
1099049,IN,253453,peginterferon alfa-2b
392197,IN,7597,nystatin
618977,IN,618974,4-aminobenzoate
203152,IN,46041,alendronate
702354,IN,6984,minoxidil
310869,IN,5492,hydrocortisone
619749,IN,1374,benserazide
607038,IN,187832,pregabalin
2101271,IN,2101271,Crotalidae immune F(ab')2
2202970,IN,852339,aspen pollen extract
403851,IN,2019,carbidopa
978747,IN,67109,dalteparin
1363242,IN,2400,chlorpheniramine
1313966,IN,1313966,5-methyltetrahydrofolic acid
201905,IN,281,acyclovir
2593847,IN,2468231,"SARS-CoV-2 (COVID-19) vaccine, mRNA spike protein"
1039012,IN,1378,benzalkonium
1311619,IN,1311619,ceteareth 20
686405,IN,4053,erythromycin
1167782,IN,6468,loperamide
104782,IN,35636,risperidone
4337,IN,4337,fentanyl
1661017,IN,1661017,ABT-925
202432,IN,161,acetaminophen
106212,IN,106212,calamine
59087,IN,59087,Eucalyptus oil
1095534,IN,8928,psyllium
1011084,IN,259351,alpha-D-galactosidase enzyme
827778,IN,47686,carbamide peroxide
1536913,IN,1908,calcium gluconate
802652,IN,214555,etanercept
5492,IN,5492,hydrocortisone
3007,IN,3007,cycloserine
1869721,IN,2358,chlorhexidine
261285,IN,74667,zaleplon
204935,IN,1952,camphor
2391327,IN,1291,bacitracin
1294246,IN,20877,chloroxylenol
1940150,IN,1940150,Dittrichia viscosa whole extract
1940494,IN,1484765,salicyloyl phytosphingosine
1245423,IN,284637,hylan G-F 20
59744,IN,59744,interferon alfacon-1
1801289,IN,42347,bupropion
311052,IN,1605101,insulin isophane
1049586,IN,7804,oxycodone
312564,IN,8611,povidone-iodine
861417,IN,18631,azithromycin
1233678,IN,2358,chlorhexidine
243675,IN,161,acetaminophen
897080,IN,10172,sulfadimethoxine
104367,IN,49276,doxazosin
29155,IN,29155,magnesium carbonate
2296,IN,2296,charcoal
1012709,IN,3992,epinephrine
253039,IN,6711,melatonin
198029,IN,7407,nicotine
852564,IN,852561,California black walnut pollen extract
251269,IN,873,anthralin
