clean_name,rxcui
Tegaderm 1632Dt 12X12Cm Dressg,1009389
Scholl Softgrip Crclr Knt Clsd T Soc Std Ssl Int Class 2,1666317
Optrex Comforting Pres Free Eye Drops,1052943
Betnesol -N Nasal Drops -,1311545
Vitasavoury 300 Powder Flavour Not Specified,904158
Sodium Hyaluronate 0.3Ml Unit Dose Pres Free Eye Drops 0.18%,2584849
Natuderm Cre,200010
Supranettes Sterile Eye Cleansing Wipes Alcon Laboratories Uk Ltd,1038558
Typhim Vi Vac 0.5Ml Pf Syrg,114883
Ovestin Intravaginal Cream 0.1%,208361
Pulsatilla 30,1311188
Ignatia 6C,285165
Aqueous Cream,1094908
Neo-Cortef Oin 1%,202645
Corsodyl Alc Free Mw 0.2%,2273236
Synalar-C Ointment,367398
Sofradex 10Ml Drops,208813
Pyridoxine Tabs 50Mg,639566
Eumovate Eye Dro 0.1%,861503
Estraderm Tts Patch 25Mcg 24 Hours 2Mg Unit,998677
Dermacool Crm 1%,1362937
Mediven Elegance Class 2 23-32Mmhg Thigh Length Closed ...,2533898
Sustanon 100 Injection 1 Ml Ampoule,238270
Pneumovax 11 Vac 0.5Ml Vl Ha44870,1658472
Sch Softg Circ Kni Clo Toe Thi Stoc Large Ssl Int Class 2,1299655
Lantus 100Iu Ml Injection Aventis Pharma,285018
Ortho-Creme Contraceptive Crm 2%,7602
Nitrolingual Pump Spray Cfc Free 400Mcg Dose,995019
Ethidiol Diacet Tab 500Mcg,250521
Ops Pos Vapour- + Abs Pad Adh Fil Dre 8.5Cm X 15.5Cm S & N,2626480
Superlastik Circular Knit Kneecap Sizes 2 - 3 Ssl Class 2,1591916
Calamine And Glycerin Cream The Boots Company Plc,377618
Scho Softg Circu Kni Clo Toe Thi Stock Medium Ssl Class 2,1299655
Flixotide Diskhaler-Community Pack 100Mcg,6085
Metatarsal Arch Supports,1315108
Alvita Gauze Swab 8Ply Sterile 7.5Cm X 7.5Cm Alliance He...,2626480
Frusemide Tablets 40Mg,313988
Oral Contraception -No P,7442
Ensure Plus Fibre Liquid Vanilla Abbott Laboratories Ltd,901291
Insulatard Penfill 100 100Iu Ml Penfill Novo Nordisk Ltd,847241
Dioralyte Oral Powder Blackcurrant,73891
Ensure Plus Creme Flavour Not Specified,1086946
Humalog Mix25 100Units Ml Suspension For Injection 10Ml V...,865098
Sandrena Gel 0.1%,2606313
Imodium 2Mg Soft Capsules Mcneil Products Ltd,978009
Methloquine Hydrochloride Tab 250Mg,835913
Depo-Medrone With Lidocai,1358207
Hirudoid 0.3% Cream,1546205
Calamine Aqueous Cream,1094908
Rite-Diet Gf Part-Baked Long Rolls-Fibre 2 Roll Pack S,9511
Diclomax Sr Cap 75Mg,73454
Human Actrapid 100Iu Ml Penfil,1653196
Sodium Cromoglycate Aqueous Nasal Spray 4%,3538
Keflex Capsules 500 Mg,212339
Galenphol Sugar Free Linctus 10 Mg 5Ml,991149
Ethicon Nylon Monofil 1Xw319 Suture,1358484
Influenza Vacc 0.5Ml Syringe,2562998
Indomethacin Cap 25Mg,197817
Half-Inderal La Capsules S R 80 Mg,856571
Credalast Comfort Sto Med Credenhill Class 2,1088604
Naprosyn Tablets 250 Mg,105898
Duphaston 10Mg Tablets Abbott Healthcare Products Ltd,581662
Liquifilm Tears Single-Use Eye Drops 0.4Ml Preservative-Free,1088217
Nasonex 0.05% Aqu Nasal Spray,1797870
Mengivac A + C Vaccine Powder And Solvent For Solution For I,25138
Serevent Aerosol Inhaler 25Micrograms Spray,1180757
Cicatrin Cream 30G,2170634
Nortrip 10Mg Fluphen 0.5Mg Tab,865143
Sytron Sugar Free Elixir 190Mg 5Ml,824586
Emulsifying Wax With Yellow Soft Paraffin,7906
Dexa-Rhinaspray Duo Nasal Spray,1369778
Canesten -Hc Cream,404044
Sulphasalazine Enteric Tablets 500 Mg,313142
Pyridoxine Cap 50,849750
Act Circu Kni Clo Toe Thi Stoc Extra Large Activa Class 2,420222
Estraderm Tts Patch 100Mcg 24 Hours 8Mg Unit,998673
Zoton Caps 15Mg,891522
Tetanus Vaccine Bp Wellcome,798306
Mod Fle Flex Con Transpa Uro Pre Cut 25Mm Hollister 29725,94474
Lignocaine Hydrochloride Injection 2%,142440
Cephalexin Tablets 500 Mg,197454
Ensure Plus Advance Liquid Strawberry Abbott Laboratories Ltd,892484
Cephradine Capsules 250Mg,197455
Primolut N Tabs 5Mg,802773
Optiflo S Saline 0.9% Catheter Maintenance Solution Bard Ltd,312984
Cephalexin Cap 500Mg,309114
Schering-Pc4 Tabs,198440
Gelsemium Tab,1493692
Mediven 95 Class 2 23-32Mmhg Combined Armsleeve With Si...,1591916
Lastos Cir Kni Clo Toe Bel Kne Sto Size 2 Kendall Class 1,1299655
Serevent Inh 25Mcg Act,203159
Engerix B Adult Monodose Vac 20Mcg Ml,1658157
Synalar Cream 1 In 4 50G,1542994
Gaviscon Tablets 500 Mg,25655
Coal Tar Extract 5% Allantoin 2% Cre,687195
Scholl Softgrip Class 2 Ntrl Crclr Knt Opn T Sto Med Ssl In,1420979
Tegaderm Vap Perm Adh Flm Drs 6Cm X 7Cm 3M 1624W,705934
Granu Modif Hydrocol Ste Wou Dre 10Cmx10Cm Convatec S150,217612
Nicorette Mint Chewing Gum 4Mg,105071
Voltarol Retard 100Mg Tabs S R,2023
Levothyroxine Tabs 25Micrograms Actavis,372595
Wright Peak Flow Meter Standard Range,215502
Naprosyn Tablets Ec 500 Mg,105899
Comfifast Easywrap Stockinette Leggings Large Adult Syne...,209990
Engerix B Adult Monodose Vac 20Mcg,1658157
Xyloproct Ointment 30G,2170634
Dermovate Nn Oint,861472
Karaya-128G 7910X1 Paste,904554
Umbilical Left Single Elastic Band Truss,1235018
Scholl Softgrip Sto Med Ssl Int Class 3,1666317
Cacit Effervescent Tab 1.25Gm,261469
Hiline Lightweight Belt Long Medium Res 4 21Cm Beige Ost...,1541933
Traxam Pain Relief Gel 3%,415974
Premique Cycle Tablets 625Micrograms + 10Mg,1373504
Cavilon Durable Barrier Cream + Honey 3M Health Care Ltd,309916
Hb-Vax Ii Vaccine 10Micrograms Ml,2109620
Derbac -M Liq 0.5%,6837
Influenza Inactivated Split Virion Injection -,2177291
Buscopan Tablets 10 Mg,203547
Vaqta Vaccine 50 Units Ml 1Ml Pre-Fill Syringe,836634
Acyclovir Tab 800Mg,315282
Excilon Amd Sponges 5Cm X 5Cm 7089 Aria Medical Ltd,2626480
Lignocaine Hydrochloride Injection 1% 2Ml Amp S,142440
Light Liq Paraffin Emollient Bath Addit 63.4%,577312
Depo-Provera 150Mg 3Ml Inj.,202886
Vibramycin Capsules 100Mg,205604
Merieux Flu Vaccine Prefilled Injection 0.5 Ml.,1190919
Codipar 15Mg 500Mg Capsules Mercury Pharma Group Ltd,6769
Voltarol Emulgel 1.16 %,1600439
Oraldene Mouth Wash 0.1 %,1085767
Ponstan Forte Tablets 500 Mg,858735
Flexeze Double Strength Tablets Amco,605971
Locoid Scalp Lotion 0.1%,1370765
Dansac Skin Lotion Tissue Dansac 71000-0000,8410
Clinitar Cream 1 %,313852
Timoptol Unit Dose 0.25% Ophthalmic Solution 0.2Ml Unit Dose Santen Uk Ltd,1923428
Merieux Tetanus Vac Pre-Filled Inj 0.5Ml,798306
Comfizz Level I Female Support Briefs Medium Large Brf-M ...,1305205
Zirtek 10Mg Tablets Ucb Pharma Ltd,58930
Eumovate Ointment,861472
Phosphates Enema,283100
Carbo-Dome Cream,272
Becotide 200 Aerosol Inhaler 200Mcg Actuation,151414
Accu-Chek Test Strip,2590603
Cyclo-Progynova 1Mg Tablets,1362685
Df118 Forte Tablets 40Mg,1928864
Suture Polyamide 6 G,2620843
Caulophyllum Thalictroides Tabs 30C,1342487
Canesten 1 Vaginal Tabs 500Mg,2104292
Orabase Oral Paste,892798
Hydrocort+Clotrimaz 1 1% Crm,203594
Bryonia Linctus,319815
Daktarin 24Mg Ml Oral Gel Mcneil Products Ltd,581662
Diaphragm Type A Vaginal Contra Dev 85Mm,1312375
Lyclear Creme Rinse 1%,250387
Semprex Caps 8Mg,1112246
One-Alpha Caps 0.25Mcg,891522
Genius Gf White Bread Sliced Genius Gf,1367185
Diaphragm Silicone Type B-Coil Spring Vaginal Contr Dev 75Mm,1312376
Calcium 600Mg Chewable Tablets,308914
Gaviscon Advance S F Susp,25655
Optiflo S Saline 0.9% Catheter Maintenance Solution Bard...,312984
Twinrix Injection In 1 Ml Pre-Filled Syr,1186748
Sodium Hyaluronate 0.15% Eye Drops Preservative Free,1188426
Biotene Oralbalance Dry Mouth Moisturising Liquid Glaxosmithkline Consumer Healthcare,581672
Ultima Circular Knit Closed Toe Sto Ext Ssl Int Class 2,1299655
Comfifast Stockinette 7.5Cm Synergy Healthcare Uk Ltd,2372690
Stugeron 15Mg Tablets Janssen-Cilag Ltd,2479835
Polythene Ring 7.5Mm Thick Pessary 77Mm,1363566
Probanthine 15Mg Tabs,104052
Chiron Barrier Cream Cre,309916
Con Oes Equ & Co Oes Equ + Med Ace Tab 625Mcg+ 625Mcg+10Mg,1311488
Rite-Diet Crispbread Gf,1367185
Lycopodium Tabs 30C,283577
Neogest Contracep Tab,1551474
Dermacool Crm 0.5%,1362937
Vicry Polyglacti 910 Absorbabl Sutu Gauge 3 Ethicon W9418,1311638
Co-Fluampicil 250 250 Capsules,2037
Predfoam Foam 20 Mg Application,1053188
Imodium J & J Caps,2449
Nelaton Single Use Catheter 30Cm,1117536
Norethistorone,7514
Barkat Gf Breadmix,1367185
Glutano Gf Crackers,1367185
Co-Fluampicil Cap 250Mg 250Mg,2037
Mersilk 3 0 W533 X 1,1038856
Microlance Sterile Hypodermi Needl 0.5Mm 25G 5 8 In Becton,1241663
Soya Bath Oil,9949
Dimotane Elixir 2 Mg 5 Ml,316312
Med 95 Cla 1 Comb Armsleeve+ Top Stnd Size 3 Medi 754 Iii,844379
Lamisil At Crm 1%,992530
Maxidex Eye Drp,203705
Ops Pos Vapour-Perm + Abso Pad Adh Fil Dre 10Cmx30Cm S & N,1422
Erythrocin Tab 250,645943
Finger Stall Sim Leather Xl X1,894783
Insulin Humulin S N 100,92880
Metrogel,202869
Superlastik Circular Knit Ankle Sizes 3-4 Ssl Int Class 2,1310246
Depo-Med+Lidoc 80Mg 20Mg Inj,1358619
Onetouch Finepoint Lancets 0.5Mm 25Gauge Lifescan,581662
Canesten One Pessary,198245
Amoxil Disp Tab 500 Mg,1358974
Pulsatilla Tabs 30C,1311188
Tridestra Tabs,1311133
Mediven For Men Class 2 23-32Mmhg Below Knee Closed Toe...,311723
Voltarol Tablets 50 Mg,1600439
Sudafed Blocked Nose Caps,203302
Ruta Grav Tabs 30C,1310215
1St Havarix A Mono Vacc Os,30198
Ensure Plus Fibre Liquid Flavour Not Specified,2367800
Betnesol Eye Drp,251154
Bryonia Tabs 30C,319815
Ostomart Ostomist Odour Neutralising Spray Mint Respond Healthcare Ltd,1101849
Phosphoricum Acidum Tabs 30C,200251
B-D U-100 Single Use Insulin Syringe 0.5Ml Becton 30G,825159
Kneecap Seamless Sto,904815
Lumigan Eye Drops 300Micrograms Ml,284771
Imodium Cilag Caps 2Mg,978005
Activ Cla 2 Circul Kni Clos Toe Unis Ribb Soc Large Activa,1299655
Dicyclomine Hydrochloride 20Mg Tablets,991086
Hydromol Emollient,151875
Persantin Ret Cap 200Mg,1039339
Nat.Mur.1M. 3,53553
Graphites Tabs 30C,90249
Uvistat Factor 30 Ultrablock Cream,1895
Lachesis 200,1310458
Rehidrat Orange Oral Powder,892565
Altif Circu Kni Ope Toe Bel Kne Stoc Mtm Altimed Class Ii,1299655
Erythrocin 500 Tablets 500Mg,1668267
Altif Circu Kni Clo Toe Bel Kne Stoc Mtm Altimed Class Ii,1299655
Glutaraldehyde 10% Soln,4888
Hydrocort Loz 2.5Mg,203594
Ozium 1500 Air Sanit,411
Clomid 50Mg,1093073
Biocath Comprehensive Care Foley Tray Catheter Male 12Ch ...,215369
Scholl Softgrip Class 2 Ntrl Crclr Knt Opn T Sto Ssl Int,1666317
Vapour-Permeable + Absorbent Pad Adhesive Fil Dres 10Cmx12Cm,253161
Bonjela Cool Mint Gel Reckitt Benckiser Healthcare Uk ...,749796
Influenza Vac Inactivated 0.5Ml Syrg,836635
Predsol Eye Drops Ucb Pharma Ltd,606589
Tubipad Stockinette 6.5Cm P4 Molnlycke Health Care Ltd,1307051
Biotene Dry Mouth Antibacterial Toothpaste Original Glaxosm,545626
Flu Vaccine,798304
Sofradex Eye Ear Drops -,208813
Dienoestrol Cream 0.01%,351068
Voltarol Sup 25Mg,1600439
Dienoestrol Cream 0.01% 78Grams,351068
Franol Old Tabs,1426389
Appeel No Sting Medical Adhesive Remover Wipes 3505 Clin...,1183277
Co-Dydramol Tablets 10Mg+500Mg,2037
Lamisil,217956
Rohto Dry Eye Relief 0.2% Eye Drops The Mentholatum Company Ltd,259581
Canesten Duopack 100 Mg,896283
Fybogel Sachet 3.5G,1809416
Thigh Cl2 Clsd Toe Std Stockg,1299655
Conjugated Oestrogens Tablets 625 Micrograms,310197
Ethi Polyam 6 Monofilam Non-Absorb Sut Gauge 3 J & J W736,2449
Hormonin Tablets -,208545
Spasmonal Capsules 60 Mg,1043249
Equagesic Tablets,24292
Scholl Softgrip Class 1 Soc Lar Ssl Int 41940,1666317
Chiron Barrier Cream,309916
Eth Polya 6 Monofila Non-Absor Sut Gauge 2 Ethicon W1625T,1812572
Absorbent Cotton Hospital Quality Robinson Healthcare,889548
Gammabulin Im Injection 16%,1388
Triludan Forte Tablets 120 Mg,858735
Vermox Chewable Tablet 100Mg,1297091
Norethist Tab 5Mg,1000405
Acti-Fast 2-Way Stretch Stockinette 7.5Cm Activa Healthc...,1087043
Simple Sf Linc,1426478
Emulsifying Wax And Yellow Soft Paraffin Ointment 30 % + 3,7906
Becotide Easi-Breathe Breath Actuated Inhaler 50Mcg Act 200,226084
Multivitamin Cap,1234482
Nitrodur Patches 5Mg 24Hrs,202508
Arthrotec 50 Tablets 50Mg+200Mcg,1359107
Ceporex 500Mg Capsule Galen Ltd,581662
Durex Diaphragm Flat,220684
Co-Dydramol Tablets,2037
Amoxycillin Tab 750Mg,723
Oxis 6 Turbohaler 6 Micrograms Actuation,991323
Fucithalmic M R Eye Drops 1%,218128
Vicks Sinex Soother Nasal Spray,1001066
Hypericum Tablets 6C,1309228
Jectofer Injection 50Mg Ml 2Ml Amp S,1116938
Vitamin B Tabs Compound Strong,11251
Cutivate Ointment 0.005%,895697
Solpodol Efferv,308297
Paraffin Liq,6972
Insulin Humulin I Isophane 100 I U Inj,365677
Symphytum 6X,1492439
Zirtek 10Mg Tablet,58930
Carbo.Veg 30,272
Gentisone Hc Ear Dps,2201593
Haemorrhoid Relief Ointment The Boots Company Plc,1372298
Canesten Combi Vaginal Pessary & Cream Pack 500Mg + 2%,1233290
Vitamin Capsules -,374301
Meningitis Vac Ac Inj 1 Dose,7288
Cialis Film Coated Tablets 20Mg,402097
Ferr Sulph_Tab 200Mg,1037184
Scholl Knee Caps Class 2 Medium,1310262
Ethicon W320 Nylon Mono Sut 12,1358484
Eucerin Dry Skin Relief Cream -,1442723
Synalar Ung,224949
Arthrofen Tablets 200 Mg,1359109
Seretide 50Evohaler,1999800
Amoxycillin,723
Nelaton Female Catheter+Drainage Bg,1102202
Suscard Buccal 1Mg M R Tablets,218128
Evorel Conti 50Mcg 24Hours Transdermal Patches,203354
Ipratrop Bro + Fenot Hydrobro Bre Actu Inh 40Mc,1426869
Telfast,324026
Psoriderm Crm,582753
Kali. Bich.6X,55018
Otosporin,204602
Indomethacin Tab 75Mg M R,316085
1St Hepatitis A Vaccination,798361
Rabies Vaccine Vial +Dil In Syringe,830460
2Nd Hepatitis A Vaccination,798361
Dimotane -Co Sugar Free Elixir,2037
Fybogel Orange Sach,892565
Triamcinol Aceton Aq Nsl Spy 55Mcg 120D,1797913
Comfi Lev 1 Bla Suppo Boxe Medium Large Comfizz Box-M L-B,797544
Hepatitis B 1St Vaccination,797752
Elastic Band Inguinal Double Truss Smiths Sur,1235018
Magnesium Tab 100Mg,329022
Suture Ethilon 1.5 45Cm 19Mm Curved Rev,1117536
Human Mixtard 30 Pen 100 Iu Ml 3Ml Disposablepens,2206090
Pyridoxine 25,748670
Methyldopa 250Mg Tablets,197956
Gaviscon Sugar Free Liquid,1167118
Schar Gf Wf Choc Cvr Wafer Bar Nutrition,884749
Predsol -N Ear Drops,1311545
Betnovate 0.1% Ointment 30G,2170634
Appeel No Sting Medical Adhesive Remover Wipes 3505 Clinimed Ltd,1183277
Aconitum Napellus Tabs 30C,1310220
Fucidin H Cream N A,151802
Distaclor Mr 375Mg,152056
Buscopan 10Mg Tablets,203547
Prempak C 0.625Mg Tab,1797511
Half-Inderal La Caps 80Mg,856571
Primulot-N 5Mg Tab,802771
Neo-Cortef Eye Ointment,1117090
Sudafed,203302
Bactroban Nasal 2% Oint 3G,108758
Dothiepin Cap 25Mg,331849
Gyne T380 Iucd Janssen Spec 7,309368
Betnovate-N Ointment N A,427163
Nurofen Meltlets Dissolving Tab 200Mg,10255
Lamictal 50Mg,849052
Evorel Conti Patch 50 Oestr 170 Noreth 8 Pack,1099637
Elocon Ung Merck,1292422
Xylocaine With Adrenaline Injection 1 %,1010755
Gabitril Tablets 10Mg,217243
Cyklokapron Tabs 500Mg,151568
Nystan Pastilles N A,427163
Ledum Palustre Tabs 6C,1608379
Meningococcal Vac A+C 0.5Ml Vl + Dil,29501
Covonia Mentholated Cough Mixture Thornton & Ross Ltd,308814
Arthrotec Tablets N A,68373
Sandocal 1000 Tablets 25 Mmol Ca,308892
Sennoside B Tab 7.5,451463
Myocrisin Inj 20Mg,1242613
First Tetanus Vaccination,798306
Xylocaine With Adrenaline 1:200 000 Inj 1%,1010755
Humapen Inj Device Injection Device Eli Lilly And Company Ltd,202368
Betnesol Nasal Drp,251154
Ethicon W507 Nylon Mono Sut 12,1358484
Ult Circu Kni Clo Toe Bel Kne Stock Small Ssl Int Class 2,1299655
Hypercal Crm,605659
Xylocaine 2% With Adrenaline 1 In 80 000 Injection 2.2Ml Car,1737569
Calcium With Vitamin D Tablets N A,1310948
Bricanyl Respules 5Mg 2Ml Inh 2.5Mg,616817
Comfifast Stockinette 7.5Cm Synergy Health Plc,1250685
Augmentin 375 Mg Tablets,824190
Sharpsguard Disposal Unit 1Litre Purple Daniels Healthcare Ltd,260025
Canesten Once Vaginal Cream 10%,852074
Fucidin-H 15G Oint,151802
Cephradine Capsules 250 Mg,197455
Zovirax Cream 5%,825321
Generic Ensure Plus Liquid,2367800
Erymax Cap 250Mg,1368963
Polyureth Foa Non-Adhe Bor Lig To Med Exu Fil Dres 10Cmx10Cm,844379
Scholl Softgrip Unisex Ribbed Sock Standard Ssl Class 1,215502
Amoxycillin Sugar Free Powder 3G 3G Sachet S,1088194
Podophyllin 25% Paint,312468
Df 118 Tab 30Mg,2391568
Aqueous 1% Cream,1094908
Gyno-Daktarin-1 1.2G Vag.,686433
Sharpsafe Purple Container 1 Litre Front Med,1311249
Caulophyllum 30,1342487
Franol Plus Tablets N A,427163
Ventolin Inhaler 100 Micrograms Metered Dose,801094
Co-Amoxiclav Tabs 625 Mg,19711
Frumil Ls Tabs 2.5 20,1000736
Hepar Sulfuris 6C Homeopathic Tablets,285167
Suture Mersilk 1.5 7.5Cm 16Mm Curved,1927024
Rehydration Treatment Granules 4.87G Sachets The Boots C...,308688
Elleste Duet Tab 2Mg,731463
Mepore Film & Pad Vap Perm Adh Flm Drs 9Cmx10Cm Molnlycke,11149
Beconase 0.05Mg Inh,151414
Augmentin Dispersible Tablet 375Mg,151392
Clenil Modulite Cfc Free Inh 200Micrograms Actuation,543651
Micronor-Hrt Tabs,310536
Ung Merck=1%Hc,404044
Influenza Inactivated Split Virion Vaccine,1304278
Gaviscon Liquid,1167118
Softswab Non-Woven Fabric Swab 4Ply Sterile 7.5Cm X 7.5Cm Richardson Healthcare Ltd,2626480
Thyroxine Tab 100.00Mcg,10582
Derbac-M Application 0.5%,415975
Dimotane Plus Sf Elixir,313306
Amoxycillin Cap 250Mg,308182
Calcium 500Mgs & Vitamin D 400Iu Tab,428485
Durex Diaphragm Flat Spring,220684
Genticin Ear Eye Dro 0.3%,310467
Amoxycillin 250Mgs Caps,723
Movicol Oral Powder,152699
Cafergot 2Mg Supps,20027
Betnovate 0.1% Scalp Application 100Ml,861510
Meningococcal Polysaccharide A And C Vaccine Powder And Solvent For Solution For Injection Vials,1008395
Genius Gf Brown Brd Sliced Genius Gf,1367185
Mist Mag Trisil,29170
Lignocaine Hydrochloride Injection 2 % 2Ml Amp,142440
Gaviscon Liq,25655
Ispaghula Husk Gluten-Free Sugar Free Granules,2284286
Ortho Coil Spring Diaphragm,7602
Tylex 500Mg Capsules,198440
Roc Total Sunblock Cream,1251763
Tubigrip Size E 8.7,2171111
Fucithalmic 1% Eye Drops 5G,1659595
Norgestrel + Conjugated Oestrogens Tabs 150Mcg+1.25Mg,432572
Lidoderm Patch 5%,1011705
Terolin Tab 25Mg,1428948
Lignocaine Hcl 2% Chlorocresol 1% Gel,20823
Sigvar 500 Cla 2 Ope Toe Bel Kne Stock Long Large Sigvaris,1364404
Coal Tar Sol,2635
Syntaris 25Microgram Actuation Nasal Spray Roche Products Ltd,581662
Folysil X-Tra Silicone Pre-Filled Catheter With Empty Syr...,405113
Merieux Typhim V1 Pre-Filled,114883
Hypodermic U100 Insulin Syringe Sterile Single Use Sing...,107129
Diphtheria And Tetanus Prefilled Syringe Vac,807272
Pelican Ultra Barrier Cream 130105 Pelican Healthcare Ltd,206612
Disodium Etidronate Tab 200,904534
Sepia 10M,350376
Salamol Easi-Breathe Cfc Free Breath Actuated Inhaler 100Mic,226084
E45 Emollient Shower Crm,1191307
Betnovate -C Crm,199834
Elastic Hosiery Circular Knit Anklet Mtm Class 2,1730435
Proshield Plus Skin Protective 8213 0300 04 H & R Healthcare Ltd,198604
Avena Sativa 30C Tablets,285251
Invalid Multilex Code - Idme.,581662
Argent Nitricum 6C,1311391
Altif Circu Kni Clo Toe Bel Kne Stock Mtm Altimed Class I,1591916
Galenphol Strong Sf Linc 10Mg 5Ml,979444
Dimeticone Activated Caps 100Mg,9796
Typhim Vi Vaccine 25Micrograms 0.5Ml Pre-Fillsyrng,1486496
Becotide 50 Aerosol Inhaler 50Micrograms Actuation,151414
Elleste-Duet Tablets 1Mg,731463
Sodium Cromoglycate 20,3538
Dimotane Plus Elixir,152000
Zineryt Powder With Diluent 30Ml,2374332
Epaderm Emulsif Oint,1297960
Tridestera,4917
Sharpsguard Yellow Container 1 Litre Daniels,1305564
Zocor,196503
Suture Ethilon 2 45Cm 26Mm Curved Revers,1292826
Softclix Lancing Dev Roche Diag,199308
Flexitol 10% Urea Cream Laderma Health Uk Ltd,106199
Sofradex Ear Dro,220330
Canesten Duopak Pess+Cream,1599847
Multiload Cu 375 Iu,1427198
Sepia Officinalis 30C Homeopathic Tablets,1311144
Sharpsafe Yellow Container 1 Litre Front Med,1305564
Lipantil Micro Cap 200,352771
Hepatitis Vac,1658149
Zestoretic 20 12.5Mg Tablets,823982
Zestoretic 10 12.5Mg Tablets,823986
Saliva Stimulating Tabs,1728770
Polyureth Foa Medium-He Exud + Adhes Bor Fil Dress 10Cmx10Cm,1310578
Beconase Aq Nsl Spy 50Mcg 22G,151414
Zirtek,58930
Buscopan,203547
Ortho Coil Spring Rubber Diaphragm 80Mm Janssen-Cilag Ltd,7602
Tetanus Vaccine Adsorbed Suspension For Injection 0.5Ml Pr,832679
Syringe Insulin Disp,253182
Sodium Fusidate Ointment 2%,618582
Oestrogel 0.06% Gel Aventis Pharma,581549
Coracten Xl Modified Release Capsule 30Mg,207772
Scholl Softgrip Class 1 Ntrl Crclr Knt Opn T Sto Med Ssl In,1420979
Lantus Inj 100 Iu Ml,285018
Preservision Tablets Bausch & Lomb Uk Ltd,829647
Elocon Scalp Lotion 0.1%,1006689
Beclometh Diprop Inha 100Mcg 200 Dose,966675
Sterimar Microspray,2462801
Elastic Band Truss Inguinal Single Right,1235018
Beclometason Dipropiona Aqueo Nas Spr 50Micrograms Actuation,562655
Topper 8 Non-Woven Fabric Swab 4Ply Sterile 7.5Cm X 7.5Cm...,2626480
Galpseud Sugar Free Linctus 30Mg 5Ml,824586
Eth Poly 6 Monofil Non-Absor Sut Gauge 1.5 Ethicon W1620T,1541750
Ortho Dienoestrol Vaginal Crm 0.01%W W,351068
Human Actrapid Penfill Cartridges 1.5 Ml 100 Units Ml,1653196
Surgical Spirit,1090522
Becotide Rotohaler Complete Unit,151414
Doublebase Emollient Wash Gel Dermal Laboratories Ltd,479346
Insulatard Insulin Penfills Human Cartridge 1.5Ml,2205454
Absorbent Cotton Bp Cotton Wool,889548
Tracheitis - Acute,1304853
Fluarix Vaccine,2177398
Gaviscon Sf Liq,25655
Novorapid Insulin 3Ml Cartridges .,284810
Fybogel Sugar Free Granules Reckitt Benckiser Healthcare Uk Ltd,824586
Meningococcal A + C Conjugate Polysaccharide Vaccine,29501
Calcium Ascorbate Tab 1Gm,198897
Humulin S 100Iu Ml,1372744
Ensure Plus Milkshake Style Liquid Coffee Abbott Laborat...,1855514
Wallace Ring Pessary 1.25Cm Thick 80Mm Diameter Pvc Sm...,1728770
Reductil Caps 10Mg,2593372
Premique Wallet Of 28 Tabs,2463337
Metrogel 0.75% Gel 40G,754766
Colpermin M R Gel E C Capsules,218128
Isogel Granules,581662
Co-Amilozide Tab 5 50,262150
Co-Amoxiclav Tablets 250M,19711
Co-Amilozide Tablets 5Mg+,2037
Soft Paste 77550-0 Dansac Ltd,581662
Calcichew D3 500Mg 400Unit Caplets Takeda Uk Ltd,435020
Estrapak 50 Novartis Pharmaceuticals Uk Ltd,581662
Co-Dydramol Tablets 10Mg+,2037
Becotide 100 Inhaler,151414
Predsol -N Eye Drops -,1311545
Eucerin Dry Skin Relief 5% Face Cream With Urea Beiersdorf,1442723
